"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:22:22,5210435","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5210729","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5211102","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5212026","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Desired Access: Read"
"16:22:22,5212503","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: Name"
"16:22:22,5213971","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5214337","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}\Elevation","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5214931","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5215315","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}\Elevation","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5215650","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS",""
"16:22:22,5215999","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS",""
"16:22:22,5216441","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"16:22:22,5216690","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5216870","pafish64.exe","12688","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5217080","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5217331","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Desired Access: Read"
"16:22:22,5217623","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: Name"
"16:22:22,5218404","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5218801","pafish64.exe","12688","RegOpenKey","HKCU\Software\Classes\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5219167","pafish64.exe","12688","RegQueryKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5219430","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}\TreatAs","NAME NOT FOUND","Desired Access: Read"
"16:22:22,5219818","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{D68AF00A-29CB-43FA-8504-CE99A996D9EA}","SUCCESS",""
"16:22:22,5223009","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Windows\System32\wbem\fastprox.dll","FAST IO DISALLOWED",""
"16:22:22,5223982","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5224557","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 14/01/2026 09:29:28, LastAccessTime: 23/01/2026 16:20:16, LastWriteTime: 14/01/2026 09:29:28, ChangeTime: 14/01/2026 10:35:33, FileAttributes: A"
"16:22:22,5224753","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5225001","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5226351","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5227035","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\wbem\fastprox.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"16:22:22,5227245","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5227461","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","SyncType: SyncTypeOther"
"16:22:22,5227613","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5228670","pafish64.exe","12688","Load Image","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Image Base: 0x7ffb6cb80000, Image Size: 0x10c000"
"16:22:22,5231254","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5232313","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5233840","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5234450","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\wbem\fastprox.dll","BUFFER OVERFLOW","Information: Owner"
"16:22:22,5234851","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\wbem\fastprox.dll","SUCCESS","Information: Owner"
"16:22:22,5235122","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5235604","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\wbem\fastprox.dll","SUCCESS",""
"16:22:22,5236778","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5237065","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\WBEM\CIMOM","SUCCESS","Desired Access: Read"
"16:22:22,5237512","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM\ProcessID","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2792"
"16:22:22,5237863","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM\EnablePrivateObjectHeap","NAME NOT FOUND","Length: 16"
"16:22:22,5238199","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM\ContextLimit","NAME NOT FOUND","Length: 16"
"16:22:22,5238500","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM\ObjectLimit","NAME NOT FOUND","Length: 16"
"16:22:22,5238812","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM\IdentifierLimit","NAME NOT FOUND","Length: 16"
"16:22:22,5239161","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem\CIMOM","SUCCESS",""
"16:22:22,5239635","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5239884","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\WBEM","SUCCESS","Desired Access: Read"
"16:22:22,5240209","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Wbem\AmsiEnable","NAME NOT FOUND","Length: 16"
"16:22:22,5240510","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Wbem","SUCCESS",""
"16:22:22,5249743","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Windows\System32\amsi.dll","FAST IO DISALLOWED",""
"16:22:22,5250783","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\amsi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5251336","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Windows\System32\amsi.dll","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 14/01/2026 09:29:40, LastAccessTime: 23/01/2026 16:20:15, LastWriteTime: 14/01/2026 09:29:40, ChangeTime: 14/01/2026 10:35:33, FileAttributes: A"
"16:22:22,5251781","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5255335","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5256958","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\amsi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5258067","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\amsi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"16:22:22,5258311","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5258556","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\amsi.dll","SUCCESS","SyncType: SyncTypeOther"
"16:22:22,5258748","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5259605","pafish64.exe","12688","Load Image","C:\Windows\System32\amsi.dll","SUCCESS","Image Base: 0x7ffb6dff0000, Image Size: 0x1f000"
"16:22:22,5267678","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5268041","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5270292","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\amsi.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5270847","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\amsi.dll","BUFFER OVERFLOW","Information: Owner"
"16:22:22,5271054","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\amsi.dll","SUCCESS","Information: Owner"
"16:22:22,5271243","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5271469","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\amsi.dll","SUCCESS",""
"16:22:22,5273645","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5273913","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\AMSI\Providers","SUCCESS","Desired Access: Query Value, Enumerate Sub Keys"
"16:22:22,5274224","pafish64.exe","12688","RegQueryKey","HKLM\SOFTWARE\Microsoft\AMSI\Providers","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"16:22:22,5274792","pafish64.exe","12688","RegEnumKey","HKLM\SOFTWARE\Microsoft\AMSI\Providers","SUCCESS","Index: 0, Name: {2781761E-28E0-4109-99FE-B9D127C57AFE}"
"16:22:22,5275163","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5275369","pafish64.exe","12688","RegOpenKey","HKCR\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32","SUCCESS","Desired Access: Query Value"
"16:22:22,5275654","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32\(Default)","BUFFER OVERFLOW","Length: 144"
"16:22:22,5275887","pafish64.exe","12688","RegQueryValue","HKCR\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32\(Default)","SUCCESS","Type: REG_EXPAND_SZ, Length: 154, Data: ""%ProgramData%\Microsoft\Windows Defender\platform\4.18.25110.6-0\MpOav.dll"""
"16:22:22,5276153","pafish64.exe","12688","RegCloseKey","HKCR\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32","SUCCESS",""
"16:22:22,5278427","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Windows\System32\userenv.dll","FAST IO DISALLOWED",""
"16:22:22,5279411","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\userenv.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5279923","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Windows\System32\userenv.dll","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 14/01/2026 09:31:48, LastAccessTime: 23/01/2026 16:20:15, LastWriteTime: 14/01/2026 09:31:48, ChangeTime: 14/01/2026 10:35:33, FileAttributes: A"
"16:22:22,5280118","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5280361","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5281379","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\userenv.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5283814","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\userenv.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"16:22:22,5284086","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5284311","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\userenv.dll","SUCCESS","SyncType: SyncTypeOther"
"16:22:22,5289037","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5293085","pafish64.exe","12688","Load Image","C:\Windows\System32\userenv.dll","SUCCESS","Image Base: 0x7ffb7d2b0000, Image Size: 0x2e000"
"16:22:22,5295249","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5295601","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5298189","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\userenv.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5298735","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\userenv.dll","BUFFER OVERFLOW","Information: Owner"
"16:22:22,5298955","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\userenv.dll","SUCCESS","Information: Owner"
"16:22:22,5299153","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5299379","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\userenv.dll","SUCCESS",""
"16:22:22,5301810","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Windows\System32\profapi.dll","FAST IO DISALLOWED",""
"16:22:22,5302737","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\profapi.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5303217","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Windows\System32\profapi.dll","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 14/01/2026 09:31:55, LastAccessTime: 23/01/2026 16:21:08, LastWriteTime: 14/01/2026 09:31:55, ChangeTime: 14/01/2026 10:35:33, FileAttributes: A"
"16:22:22,5303411","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5303644","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5305014","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\profapi.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5305611","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\profapi.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"16:22:22,5305812","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5306044","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\profapi.dll","SUCCESS","SyncType: SyncTypeOther"
"16:22:22,5306205","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5309493","pafish64.exe","12688","Load Image","C:\Windows\System32\profapi.dll","SUCCESS","Image Base: 0x7ffb7d330000, Image Size: 0x24000"
"16:22:22,5310827","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5311559","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5314507","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\profapi.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:22,5315589","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\profapi.dll","BUFFER OVERFLOW","Information: Owner"
"16:22:22,5315880","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\profapi.dll","SUCCESS","Information: Owner"
"16:22:22,5316084","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5316354","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\profapi.dll","SUCCESS",""
"16:22:22,5317594","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5317861","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\ProfileList","SUCCESS","Desired Access: Read"
"16:22:22,5318204","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\ProgramData","BUFFER OVERFLOW","Length: 12"
"16:22:22,5318441","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\ProgramData","SUCCESS","Type: REG_EXPAND_SZ, Length: 52, Data: %SystemDrive%\ProgramData"
"16:22:22,5318716","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList","SUCCESS",""
"16:22:22,5318937","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5319141","pafish64.exe","12688","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\ProfileList","SUCCESS","Desired Access: Read"
"16:22:22,5319379","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\Public","BUFFER OVERFLOW","Length: 12"
"16:22:22,5319600","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\Public","SUCCESS","Type: REG_EXPAND_SZ, Length: 54, Data: %SystemDrive%\Users\Public"
"16:22:22,5319865","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList","SUCCESS",""
"16:22:22,5320076","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,5320293","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","REPARSE","Desired Access: Read"
"16:22:22,5320776","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Desired Access: Read"
"16:22:22,5321047","pafish64.exe","12688","RegQueryKey","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Query: Cached, SubKeys: 0, Values: 15"
"16:22:22,5321298","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 0, Name: ComSpec, Type: REG_EXPAND_SZ, Length: 60, Data: %SystemRoot%\system32\cmd.exe"
"16:22:22,5321549","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 1, Name: DriverData, Type: REG_SZ, Length: 78, Data: C:\Windows\System32\Drivers\DriverData"
"16:22:22,5321936","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 2, Name: OS, Type: REG_SZ, Length: 22, Data: Windows_NT"
"16:22:22,5322167","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 3, Name: Path, Type: REG_EXPAND_SZ, Length: 328, Data: "
"16:22:22,5322533","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 4, Name: PATHEXT, Type: REG_SZ, Length: 108, Data: .COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC"
"16:22:22,5322763","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 5, Name: PROCESSOR_ARCHITECTURE, Type: REG_SZ, Length: 12, Data: AMD64"
"16:22:22,5322986","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 6, Name: PSModulePath, Type: REG_EXPAND_SZ, Length: 188, Data: "
"16:22:22,5323210","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 7, Name: TEMP, Type: REG_EXPAND_SZ, Length: 36, Data: %SystemRoot%\TEMP"
"16:22:22,5323417","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 8, Name: TMP, Type: REG_EXPAND_SZ, Length: 36, Data: %SystemRoot%\TEMP"
"16:22:22,5323774","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 9, Name: USERNAME, Type: REG_SZ, Length: 14, Data: SYSTEM"
"16:22:22,5324165","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 10, Name: windir, Type: REG_EXPAND_SZ, Length: 26, Data: %SystemRoot%"
"16:22:22,5324429","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 11, Name: NUMBER_OF_PROCESSORS, Type: REG_SZ, Length: 4, Data: 8"
"16:22:22,5324676","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 12, Name: PROCESSOR_LEVEL, Type: REG_SZ, Length: 4, Data: 6"
"16:22:22,5324947","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 13, Name: PROCESSOR_IDENTIFIER, Type: REG_SZ, Length: 102, Data: Intel64 Family 6 Model 85 Stepping 4, GenuineIntel"
"16:22:22,5325212","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 14, Name: PROCESSOR_REVISION, Type: REG_SZ, Length: 10, Data: 5504"
"16:22:22,5325451","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 0, Name: ComSpec, Type: REG_EXPAND_SZ, Length: 60, Data: %SystemRoot%\system32\cmd.exe"
"16:22:22,5325722","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 1, Name: DriverData, Type: REG_SZ, Length: 78, Data: C:\Windows\System32\Drivers\DriverData"
"16:22:22,5325934","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 2, Name: OS, Type: REG_SZ, Length: 22, Data: Windows_NT"
"16:22:22,5326181","pafish64.exe","12688","RegEnumValue","HKLM\System\CurrentControlSet\Control\Session Manager\Environment","SUCCESS","Index: 3, Name: Path, Type: REG_EXPAND_SZ, Length: 328, Data: "
